Award ID,Year,Award Category,Program,State/Province (Abbrev) (Organization) (Organization),FIPS Code (Organization) (Organization),Organization Name (Organization) (Organization),Abstract of the Program,Status Reason
AWD-003600,2023,"Personnel Management, Employment, and Training",Rockdale Training Academy,GA,13247,Rockdale County,"Rockdale County provides a service to the employees and the community that is unique and robust. We foster a culture that recognizes our employees are our most valuable resource. The Rockdale Training Academy supports the vision and initiatives of the county. Rockdale Training Academy program is the catalyst to enable all Rockdale County employees the opportunity to contribute at optimal levels towards their success, the County success, as well as the community. A focal point of the academy is to develop a culture where the employees can grow and make meaningful contributions. Which involves various training options that range from face-to-face training, off-site training, and online training. The training academy consist of TEACH Retreat, BRIDGE Leadership Conference, SUPER Rock Workshop, Toastmasters, Local Government University (LocalGovU), Emerging Leaders and succession planning. Our comprehensive training program has increased productivity, developed effective leaders, improved decision making, nurtured skills, built confidence and made a greater impact within the community.",Awarded
AWD-003603,2023,Health,513Relief Bus,OH,39061,Hamilton County,"The Hamilton County Equity and Resource Mobile Tech Bus (also known as the 513Relief Bus) is a one-stop mobile resource center that brings services directly to residents who need them the most. The administration initially relied in 2021 and 2022 on a borrowed bus from a local health care partner, but needed a more high-tech one at its disposal that could serve more needs. The new high-tech bus that rolled out in January 2023 brings even more services to underserved communities, including dentistry.

It is well documented that long-standing systemic health and social inequities have put racial and ethnic minority groups, as well as those from lower income families, at increased risk of getting sick.  The 513Relief Bus was launched in June 2021 at a Juneteenth festival to bring vaccines and other critical health care access to the historically vulnerable populations within Hamilton County. It connects residents with federal, state and local programs designed to help families find stability in challenging times.

The 513Relief Bus removes barriers to access. It’s smart, convenient and delivers services in a way that’s never been done before in our region. It was launched at the height of the pandemic to connect residents with federal, state and local programs designed to help families find stability in challenging times.
",Awarded
AWD-003604,2023,Criminal Justice and Public Safety,Prosecutor streamlines access to justice with electronic victim advocate assistance requests,MI,26099,Macomb County,"The Macomb County Prosecutor’s Office streamlined access to justice with electronic victim advocate assistance requests and tracking.  This improved the administration of an existing county government program (crime victim advocate services, including but not limited to domestic violence victims) and provides information that facilitates effective public policy making regarding victim advocate services.  Victim Advocates are prosecutor’s office staff who provide comprehensive services to assist victims through the criminal justice system. Tracking and managing the many victim advocate requests and service is challenging. Services include preparing the victim for testimony, filing for Michigan Crime Victims Compensation, making referrals to other community agencies for additional assistance, providing information about how the criminal justice system works and case status, accompanying the victim to court, assistance in completing the Victim Impact Statement for sentencing purposes, assistance with the return of personal property and ensuring victims understand their rights under the Crime Victim Rights Act. To address this challenge, the prosecutor’s office used technology to streamline requests for Crime Victim Advocate Assistance, making it easier for assistant prosecuting attorneys to request crime victim advocate services.  The results include speedier victim advocate requests, more efficient allocation of victim advocate resources, and better reporting.  ",Awarded
AWD-003606,2023,"Personnel Management, Employment, and Training",Travis County's Remote Work Initiative,TX,48453,Travis County,"When the COVID pandemic hit March of 2020, several thousand Travis County employees scrambled to grab laptops and clear out of their offices. Millions of employees did the same thing across the US. Out of necessity and fear of the unknown, workers across the planet were commencing the largest experiment in human history in remote work, or telecommuting. 

Seizing the moment, Travis County voted May of 2020 to create a plan for 75% of eligible employees to telecommute on a permanent basis. In just 2 months, they had seen the many benefits of the pandemic-induced work-from-home program. Travis County’s notorious traffic congestion problems were eliminated overnight; CAPCOG documented an improvement in air quality; management measured improved productivity and employee morale; constituent services were maintained, greenhouse gas emissions from employee commutes dropped, building utility costs went down and employees were getting an effective raise by not having to buy gas each week.

The Travis County plan is believed to be the most ambitious telecommuting program of any local government in the US. Not only did Travis County show resilience through the difficulties of the pandemic, but the workforce thrived in the face of adversity and developed a new, effective virtual workplace that remains productive, safe and attractive to qualified job applicants.",Awarded
AWD-003607,2023,Criminal Justice and Public Safety,Weekend warrant authorization improved with jail duty tracker,MI,26099,Macomb County,"The Macomb County Prosecutor’s Office streamlined weekend warrant duty for assistant prosecuting attorneys who review in-custody warrant requests at the county jail by using Google Apps for Government to create a jail duty tracer that includes online registration and automated reminders linked to a shared calendar.

This improved the administration of an existing county government program (warrant duty at the county jail by county assistant prosecutors) and provides information that facilitates effective public policy by making it easier for administrators and judges to know which assistant prosecuting attorney is handling in-custody warrants at the county jail on weekends.  

Tracking and managing 70 assistant prosecuting attorneys for over 52 weekends and holidays annually is challenging. To address this challenge, the prosecutor’s office used Google Apps technology to streamline weekend warrant duty registration, send automated reminders and automatically log the information to a shared calendar. The results include easier jail duty registration and fewer instances where an assistant prosecutor is late for jail duty.  
",Awarded
AWD-003608,2023,Children and Youth,Embedding Racial Equity Framework in Youth-Centered Mentorship,MD,24027,Howard County,"The Howard County Office of Human Rights and Equity - Equity and Restorative Practice Unit (ERPU) aligned priorities pertaining to racial equity, cultural awareness, and restorative practices to implement an equity-informed and culturally responsive mentorship training program. The ERPU partnered with Ohana Howard County, Inc., a non-profit, youth-centered mentorship organization to create a racial equity mentoring approach and provide an inclusive learning space to bring awareness and exposure to the lived experiences of Black and Brown youth attending the high schools they serve. There has been a concerted effort by the County to understand the consequences of the COVID epidemic and social and emotional stressors impacting students of color and other marginalized populations. The potential benefits of this joint effort were clear: to develop a government and community partnership to address racial disparities and the consequences of the pandemic on youth of color and marginalized populations. This coalition has furthered the reach and impact, promoted racial justice, advanced belonging, equity, and community engagement.",Awarded
AWD-003609,2023,Criminal Justice and Public Safety,Technology pushes instant warrant and courtroom manuals updates to assistant prosecutors,MI,26099,Macomb County,"The Macomb County Prosecutor’s Office used technology in a new way in what may be a first for a Michigan prosecutor to push warrant manual updates to assistant prosecuting attorney laptops.

Assistant prosecutors use a warrant manual and courtroom manual from the Prosecuting Attorneys Association of Michigan, which provides updates several times throughout the year. The manuals are provided in various downloadable formats.  It was cumbersome for approximately 70 assistant prosecutors and approximately 40 staff to download the updates for both manuals because updates were sporadically released at various times. Having a staff person download the latest manuals to a network drive was not practical because assistant prosecutors are frequently in court without county network access.

The solution applies software updating technology to the warrant manual and courtroom manual updating process to provide assistant prosecutors with automated updates of both manuals, and makes them accessible whether or not assistant prosecutors have county network or Internet access, or neither.
",Awarded
AWD-003610,2023,Criminal Justice and Public Safety,Prosecutor converts digital evidence platform to staff training platform,MI,26099,Macomb County,"The Macomb County Prosecutor’s Office used digital evidence technology in a new way, essentially converting a digital evidence management platform to an assistant prosecuting training platform.  This may be the first use of a digital evidence management platform to provide attorney training on various topics in a Michigan prosecutor’s office.

The county prosecutor’s office provides regular training to assistant prosecutors. The training sessions are recorded so that attorneys who are in court during various sessions may still benefit from the training.

A solution was needed so that assistant prosecutors could access training videos, and administrators could ensure the training was completed by those needing to do so. Assistant prosecutors may now view office training video using the same system they use to view evidence in cases they prosecute.
",Awarded
AWD-003611,2023,Criminal Justice and Public Safety,Paperless victim rights requests improve service,MI,26099,Macomb County,"The Macomb County Prosecutor’s Office used technology to implement the county’s first paperless system for crime victims to request victim rights, including court hearing notifications. Crime victims may now request victim rights entirely online via the Prosecutor’s Office Website using a secure Google Apps for Government service called Google Forms.  

The Michigan the Crime Victim Rights Act expressly gives crime victims certain rights. Crime victims often face economic disadvantages.  The legacy process to request victim rights was cumbersome or even prohibitive for some crime victims. 

Traditionally, crime victims requested victim rights after the county prosecutor sent a request form to victims via the U.S. Mail. Victims previously also had the option to download a rights request form, print it, fill it out, then scan and upload it or return it via U.S. Mail. A solution was needed to make it easier for crime victims to request victim rights from the county prosecutor’s office.
",Awarded
AWD-003612,2023,Criminal Justice and Public Safety,Payment processing tech improves criminal case “discovery digital media fee” processing,MI,26099,Macomb County,"Paying for police reports, and other case information, is now easier at the Macomb County Prosecutor’s Office thanks to new credit card acceptance technology. After a suspect is charged with a crime, a defendant has the right to information about the charges, including police reports, blood test results, police car dashcam video, retail store loss prevention videos or other security camera video, 911 telephone call audio, photographs of crime scenes, a list of witnesses, and other information. In a criminal court case, this information is called, “Discovery.”  Discovery is the process through which defendants and the prosecutor learn about information each side has that is relevant to a case. 

The Macomb County Prosecutor’s Office now accepts all major credit cards, even Apple Pay, and is believed to be the first Michigan prosecuting attorney to accept credit card payments for discovery fees. The system integrates with iPads. This service also allows supervisors, at a glance, to monitor the transactions and revenue in real-time. Cases are resolved more promptly when relevant discovery information is available to the parties more quickly, and accepting credit card payments can reduce the time it takes to process discovery requests.
",Awarded
AWD-003613,2023,Risk and Emergency Management,Early Warning Sirens Partnership,TX,48201,Harris County,"Harris County Precinct 2 partnered with economic development and industrial stakeholders to purchase three early warning sirens for the City of Galena Park. Through this unique collaboration, the City will be equipped to operate and maintain the sirens -- meaning the City will choose how and when to activate the siren to alert residents of the need to shelter in place during an air toxics emergency or to communicate other urgent information.

The sirens, which are strategically located in areas where no other early notification system is available, deliver messages in English and Spanish. This system matches existing siren technology that has long been available to other communities near our industrial corridor, but for myriad reasons had not been utilized in Galena Park, leaving the community underserved regarding emergency preparedness and response. 

Harris County Precinct 2 brought key stakeholders to the table and highlighted the disparity. Once economic development, industrial, and local government stakeholders shared situational awareness, each contributed financially and temporally to purchase, install, and educate our respective communities about the utility of early warnings through this siren network. ",Awarded
AWD-003615,2023,"Arts, Culture and Historic Preservation",Curtain of Courage Memorial,CA,06071,San Bernardino County,"The Curtain of Courage is a permanent memorial to the 14 people killed and 22 wounded in a December 2, 2015 terrorist attack on a group of San Bernardino County employees. The memorial, located on the grounds of the County Government Center in San Bernardino, was almost seven years in the making as the County led an effort to engage survivors, create and support a Memorial Committee of survivors and County subject-matter experts, review other memorials, search for and screen artists, and work closely with the selected world-renown artist on the design, creation, and installation of the Curtain of Courage. The County marked project milestones with events to further engage the survivors and the community. The County also created a website, https://december2.sbcounty.gov/, as a repository for information about the tragedy and the memorial and as an on-site guide for visitors to the memorial. Since its unveiling on June 17, 2022, the Curtain of Courage has become a frequently visited touchstone for County employees, members of the community, and survivors seeking to remember and honor those who were taken and those who are still healing. ",Awarded
AWD-003616,2023,Criminal Justice and Public Safety,Agricultural Headquarters Inspections,CA,06071,San Bernardino County,During the Covid-19 Pandemic San Bernardino County Agriculture / Weights & Measures (AWM) developed innovative methods of serving the public by conducting Pest Control Business Headquarters and Employee Safety Compliance inspections remotely to limit close personal contact and promote social distancing. ,Awarded
AWD-003617,2023,Civic Education and Public Information,Community Ambassador Training Program,MD,24027,Howard County,"The Community Ambassador Training Program is an initiative organized by the Office of Human Rights & Equity in partnership with the Office of the County Executive and Howard County Administration. This initiative makes community members aware of Howard County government offices and departments while also providing them with an understanding of the services and resources available to them. More specifically, the program seeks to turn residents into Community Ambassadors that are equipped to tell their neighbors about the resources and services available to them, as they have need. It provides attendees with the contacts, information, and connections necessary to be informed citizens who experience all that Howard County Government has to offer.",Awarded
AWD-003618,2023,Civic Education and Public Information,Baca Beat: Business Spotlight’s in the Fifth District - Video Series,CA,06071,San Bernardino County,"Supervisor Joe Baca, Jr.’s Business Spotlight’s of the Fifth District video series is a series of short, promotional videos highlighting local, family-owned businesses in San Bernardino County’s Fifth District. These videos, released once a month, are designed to grab the attention of Fifth District viewers and motivate them to shop at and/or otherwise support the featured businesses and Fifth District businesses in general. The purpose of this video series is to help local businesses in the underserved Fifth District to gain new clientele and financial support so that they may to continue to operate and thrive.",Awarded
AWD-003619,2023,Information Technology,Tax Queueing System & Payment Kiosks,NC,37119,Mecklenburg County," The Office of the Tax Collector (OTC) and County Assessor’s Office (CAO), in conjunction with the Information Technology Services (ITS) department, implemented the Tax Queuing System and Payment Kiosks. The need was identified to provide a holistic approach to organize and streamline customer traffic at the Valerie C. Woodard Center (VCW). We have listed what this system is, how it works, and what it enables below. 
What:  
•Kiosks to manage tax collector and tax assessor customer experience and queries efficiently.
•Accept tax payments at the kiosk.
t 
•Increase capability for tracking and reporting. 
•Standardize data collection.  
•Create a configurable workflow. 
•Establish reports and dashboards for data analysis. 
•Provide self-service environment option. 

How: 

•Provide speed and streamline the citizen engagement journey with integrated online and CRM technology platform. 
•Provide visible display of tracking the customer’s position in the queueing system. 
•Provide self-service kiosks to manage customer experience and provide service options.

Enables: 

•Visibility to customer traffic data for CAO and OTC staff. 
•Customer journey mapping and performance insights about average wait times, queue sizes, and service times. 
•Reporting capability is used to ensure efficiency.
•Resource management (manage staff capacity). 
•Customers to view real-time queuing information to keep track of their turn for service.

Citizens requested an easy process to assist with questions that they have, making tax payments, and appealing their assessed property values. This results in customer service needs being directly understood so that staff members can minimize the time taken to provide the needed service. This has eliminated long waiting times, confusion about needed services, and ready responses to share knowledge and information with the customers, which provides an enhanced customer experience. 



",Awarded
AWD-003620,2023,Criminal Justice and Public Safety,Pretrial Services Program Coordinator,UT,49011,Davis County,"Davis County Pretrial Services was launched in 2019 after a four-year review of the state’s pretrial release and supervision practices.  In 2014, there was only one dedicated pretrial services program in Utah.  In a state with a limited pretrial presence and scarce stand-alone pretrial programs, Davis County has become the second county in Utah to implement an independent pretrial services program. 
The purpose of Pretrial Services is provide non-financial jail release for individuals pending trial, monitoring of release conditions aimed at court appearance and public safety, and providing supportive services to boost success during the pretrial phase.
The program quickly gained the respect of the judges and stakeholders and the program is viewed as a vital component in the local justice system. One Judge put it this way, “You have helped us ""up our game"" so much in the area of pretrial release! I feel like we are doing a better job of honoring people's right to be out of custody when possible, while increasing the likelihood that they will attend their court hearings. You are all to be thanked and commended for your excellent work!”
",Awarded
AWD-003622,2023,Health,La Sala Center; Mental Health and Detoxification Services,NM,35049,Santa Fe County,"La Sala Center is community crisis center that offers services for adults experiencing a crisis or are in need of mental health services.  The crisis center is co-located with a 24/7 residential detoxification program that offers both social and medically managed detox services.  The co-located services at La Sala offer a one stop location that can assess and individual in need of behavioral health services.  

The two independent agencies share a lobby where a client can be assessed and referred to the proper care.  The purpose of La Sala is to alleviate overcrowding at the E.R. when someone is experiencing a crisis, offer a better option to law enforcement and/or first responders when dealing with individuals that are in need of behavioral health care services and to support family and/or caregivers of those challenged with behavioral health issues. 

",Awarded
AWD-003623,2023,Health,Denton County Public Health Links Program,TX,48121,Denton County,"According to the most recent Community Needs Assessment published by United Way of Denton County, one in five community members in Denton County experience a mental health crisis in a year. Locally, a collective impact initiative surrounding behavioral health evaluates needs and establishes macro-level interventions to drive systems change. Denton County developed a countywide mental health navigation program in response to growing concerns surrounding linkages to the appropriate level of care and system navigation. 

Denton County Public Health (DCPH) Links program will be facilitated through the local health department and serve as an information and referral service for help seekers throughout the county. 

For the program infrastructure, Denton County Commissioners Court approved funding for two Mental Health Navigator positions to work under the supervision of a Licensed Master Social Worker. The Navigators will provide an accessible front door to services and be vital in the warm handoff to providers. The Navigators will identify the most appropriate referrals and facilitate the connection between the help seeker and available resources using validated assessment tools and direct liaising with community members and their support system. Denton County will procure technology to support program operations and to track key performance indicators related to program delivery and successful linkages. 

While the DCPH Links program is at the inception phase, Denton County is proud to implement a collectively designed program responsive to localized data and believes this infrastructure will be a valuable asset to residents. 
",Awarded
AWD-003624,2023,Children and Youth,Texas Parks & Wildlife partners with Precinct 2 for fun and NEW Youth Programming,TX,48201,Harris County,"Texas Parks and Wildlife and Harris County Precinct 2 have partnered up to promote the great outdoors to youth across 560 square miles. With Precinct 2 being one of the places with the highest poverty rate, it is crucial to create youth activities that are fun, engaging, and empowering that are accessible to all and keep our youth safe and off the streets. Precinct 2 was very fortunate to receive a grant of $50,000. With these funds, we began to offer FREE fishing, archery, overnight camps, adaptive fishing, youth day camps and our biggest one of all, our first ever Outdoor Adventures Spring Break Camp.  Youth across the whole precinct was able to access multiple programs that included free transportation, free activities, free food, and fun with learning. Thus far, we’ve sent home close to 3,000 happy participants and have received raving reviews from our parents. Our biggest comment is, “When is the next event?”",Awarded
AWD-003626,2023,Information Technology,Vital Records - Better with Blockchain,CA,06101,Sutter County,"Citizens deserve faster access to their vital records, the very records that establish their identity. Electronic issuance via the blockchain of birth, marriage and death records, instead of a paper copy, became law in California in 2023. Citizens are now able to receive an electronic vital records from California Recorders within minutes of purchase instead of waiting up to 20 days for a paper certificate to be mailed to them. Sutter County Recorder worked with legislators to allow the issuance of these certificates and is the first in California to issue electronic marriage certificates, and the first in the nation to issue electronic birth and death certificates via blockchain technology. Verification of the electronic record was key to this technology--to ensure that the sealed certificate had not been tampered with--something that cannot be done in a paper form. Verification was achieved, ensuring the record being presented is the true and accurate record of the certificate held in the County Recorder's possession. ",Awarded
AWD-003629,2023,Criminal Justice and Public Safety,Environmental Remediation of Illegal Cannabis Operations,CA,06071,San Bernardino County,"The San Bernardino County District Attorney’s Office created the Environmental Cannabis Unit in response to the rise in large scale illegal cannabis grow houses negatively impacting residents and communities across San Bernardino County. 

In collaboration with investigators and personnel from San Bernardino County Sheriff’s Department, California Department of Fish and Wildlife, San Bernardino County Code Enforcement, San Bernardino County Fire/Hazmat, California State Resource Control Board, (LaHaontan Water District) investigations of property and land owners were brought to the District Attorney Environmental Cannabis Unit to review for violations related to illegal cannabis cultivations such as water theft, unpermitted structures, illegal weapons, chemical waste, and water and land pollution.   

By filing charges and requiring remediation by the landowners to address and correct code violations, the County of San Bernardino saved taxpayers hundreds of thousands of dollars in cleanup costs, as well as garnered reimbursement of costs related to wildlife and sheriff’s operations, while simultaneously  improving the quality of life, the environment, and property values for residents in areas previously plagued by large scale illegal cannabis operations.
",Awarded
AWD-003630,2023,"Personnel Management, Employment, and Training",Placer County Human Services Senior Master Class,CA,06061,Placer County,"Placer County Human Services (PCHS) has several levels of eligibility workers (specialist I, II, and senior) working under supervisory and management staff to support public benefits programs. The Senior Master Class was developed as a tool to support and train lead senior workers and to develop their individual leadership skills as PCHS ambassadors and stewards of change management. While it was first inspired by a departmentwide technology migration and related needs, the Master Class program is a long-term investment in developing senior-level eligibility workers to meet workforce challenges and build a stronger team. Senior eligibility workers are key players in guiding front line talent and increasing human potential. This unique class responds to the overall need for staff development and support at the senior worker level, giving them the tools necessary to advance to next-level positions and otherwise provide leadership. By investing in the development of senior workers, PCHS is enhancing its ability to serve its most vulnerable populations who are suffering from homelessness, underemployment, food insecurities and lack of medical care.",Awarded
AWD-003631,2023,Civic Education and Public Information,Weber County Elections Digital Communications to Increase Voter Confidence,UT,49057,Weber County,"During 2022, the Weber County Elections Office came up with unique ways to engage the public through digital media to highlight county election processes and increase voter confidence in elections. To combat misinformation Weber County residents were seeing online through social media, the Weber County Elections team came up with a three-point strategy to increase public awareness of county processes and vote-by-mail safeguards: 
1. They created a unique brand to engage users daily on their digital platforms and to stay relevant during the non-election seasons. 
2. They created informative videos dispelling popular vote-by-mail myths, highlighting ballot processes, and describing chain of custody safeguards. 
3. They made use of Facebook’s voting alert system to grow subscribers and to increase awareness about time sensitive voting issues.",Awarded
AWD-003633,2023,Criminal Justice and Public Safety,eFiling of Direct Complaints,AZ,04013,Maricopa County,"The filing of Criminal Direct Complaints is a time sensitive and complex process. Working with the Maricopa County Attorney’s Office (MCAO), the Clerk of the Superior Court in Maricopa County (COSC) has developed integration between MCAO’s case management system and COSC’s eFiling system to allow electronic signing of law enforcement oaths, eFiling of documents, scheduling of hearing dates, and the issuance of summonses through a single process. 

The project required the coordination of multiple agencies, including municipal law enforcement as well as IT departments from MCAO, COSC, as well at the Superior Court. As a result, convenience has been added by not requiring law enforcement officers to swear oaths in person, efficiency is improved by electronically routing documents between MCAO, COSC, and the Superior Court, and greater accuracy is provided by integrating the systems and reducing the potential for human error. ",Awarded
AWD-003634,2023,Community and Economic Development,Vacant Spaces to Livable Places,DE,10003,New Castle County,"Vacant Spaces to Livable Places is New Castle County’s vacant housing strategy. It is a multi-agency effort that is addressing vacant housing in the County and repurposing these properties for occupied homes and improved communities. Vacant properties cause blight, public safety concerns, decreased property tax collections, and increased property and community maintenance costs. By clearly defining policies and processes, crafting state and local legislation to provide more ‘tools,’ and executing the program in a collaborative way, the county has reduced vacant properties by 53 percent and collected over $3.5 million in unpaid taxes, fees and fines.  More importantly, neighborhoods are improving as the blight and safety issues that often accompany vacancies decrease.  ",Awarded
AWD-003635,2023,Criminal Justice and Public Safety,Clerk 360 Business Intelligence,AZ,04013,Maricopa County,"The Maricopa County Clerk of the Superior Court (COSC) created the Clerk 360 Dashboard as dynamic data driven visual means for tracking the processing of Court documents filed with the Clerk’s Office.  The increased visibility includes Key Performance Indicators (KPI) as well as trends and Processing metrics.

The Clerk 360 solution provides detailed metrics regardless of the source of the incoming document and aggregates the data from these multiple sources into a single dashboard view with drill down capabilities.  The solution was completed in under six months from inception to go-live resulting in a user-friendly dashboard that helps Clerk Management and staff track performance trends and identify areas in need of tuning or assistance.

Individual employees can view their own processing metrics at any time, while managers can view metrics for the entire system, their whole team, or individual team members to track performance and recognize trends.
",Awarded
AWD-003636,2023,Community and Economic Development,Durham County Business Recruitment ,NC,37063,Durham County,"Similar to all business recruitment programs, Durham County seeks to attract and retain commercial investments that grow the local economy as well create quality jobs that benefit the County, the region, and the state. This provides both rewarding career opportunities for local residents and capital investments that increase the tax base, allowing for expanded public service delivery while stimulating additional investments. 

With significant commercial interest in the Research Triangle Park and the County as a whole, Durham County saw the opportunity to align their business recruitment efforts with their broader strategic priorities through the 2020 Resolution Amending Economic Development Policy. In addition to satisfying capital investment or job creation thresholds, the County sought to recruit companies that valued workforce development partnerships, as well as County priorities like contracting with Minority and Women-owned Business Enterprises (MWBE), childcare, sustainability, and Transportation Demand Management (TDM). 

Starting in 2019 with projects that were influenced by the revised policy, Durham County and partners have recruited 5,300 jobs, and announced $2.3 billion in new capital investment that is anticipated to bring in $37 million in property tax revenue over the first 5 years of the project. In 2021, recruited companies spent $74 million utilizing diverse vendors to include $68 million with MWBEs, and $3.5 million with veteran-owned businesses.
",Awarded
AWD-003637,2023,County Administration and Management,Orange Slice Podcast ,CA,06059,Orange County,"Orange County Child Support Services (OC CSS) developed Orange Slice, an internal podcast, to enhance team functional awareness, job knowledge, and increase collaboration among staff and teams. Episodes began airing September 2022 and seven episodes have been published so far, each ranging 15 to 20 minutes in length. Each episode focuses on a different team within the department, features two hosts and one to three interviewees. The interviewees typically include a Supervising Child Support Specialist, a Child Support Specialist, and support staff who provide valuable insights into their respective responsibilities and the role of their teams within the child support process. 

Helping staff grow both professionally and personally is a top priority for OC CSS’ Executive Team. In the effort to support our staff’s growth, we created a platform where staff members can learn from each other, share their personal experiences, and gain a deeper understanding of the department’s operations. By doing so, we hope to improve team collaboration, boost job knowledge, and enhance functional awareness among staff. The podcast serves as a creative way to engage with our staff, disseminate information, strengthen teams, and build a supportive work culture within the organization. 

The outcomes of Orange Slice include better communication among teams, increased job knowledge among staff, and improved efficiency in the child support process. By gaining a better understanding of the roles and responsibilities of other teams within the department, staff members can work together more effectively and provide better quality service to our customers. 
",Awarded
AWD-003638,2023,Health,Joan P. Garner Walk & Health Fair,GA,13121,Fulton County,"The Annual Joan P. Garner Walk and Health Fair honors the legacy of the late Fulton County Commissioner Joan P. Garner, who spent six years as a member of the Fulton County Board of Commissioners championing health access, and who lost her battle with breast cancer in 2017. Funded by the Board of Commissioners, this annual event allows Fulton County residents and guests to enjoy a fun-filled day while increasing access to health resources. 

With its emphasis on health, the annual event honors Commissioner Garner’s longtime life spent advocating for civil and human rights and health issues. She served as the Executive Director of the Historic District Development Corporation, a nonprofit founded by Coretta Scott King to revitalize the Old 4th Ward and Martin Luther King Historic District. During her tenure as commissioner, Joan P. Garner worked tirelessly to fight against health inequity, fought for assistance with the HIV crisis in the region, and became the Executive Sponsor of Fulton County Government’s “All People Are Healthy” strategic priority area. After her death, in 2017, the Fulton County Board of Commissioners adopted a resolution creating the Joan P. Garner Walk & Health Fair. The event has been held annually since 2017, with the exception of 2020 during the COVID-19 Pandemic. ",Awarded
AWD-003639,2023,Health,Rockdale County Wellnes Program,GA,13247,Rockdale County,"Rockdale County Wellness Program is designed to help our employees and their families live healthier and happier lives. Our program is designed to encourage and promote healthy behaviors and lifestyles. The program focuses on maintaining or improving the well-being of our employees through proper nutrition, weight loss, and providing preventive education. Our wellness program educates and provides support in the following key areas: nutrition, sleeping habits, physical fitness, emotional wellness, and financial wellness. The results from our Wellness program have yield more productive and motivated employee, decrease in health claims, workers compensation, and disability claims.",Awarded
AWD-003640,2023,"Arts, Culture and Historic Preservation",Arts in Medicine: Healing and Wellness Through Artistic Interventions Initiative,FL,12086,Miami-Dade County,"In 2018, the Miami-Dade County Department of Cultural Affairs and its award-winning Art in Public Places Program launched the Arts in Medicine: Healing and Wellness Through Artistic Interventions Initiative, commissioning three professional artists to create landmark artworks that inspire healing and promote recovery for Jackson Memorial Hospital System. This partnership resulted in innovated works of public art by three outstanding artists located on site at the Christine E. Lynn Rehabilitation Center for The Miami Project to Cure Paralysis at UHealth/Jackson Memorial, providing high-quality visual arts experiences to approximately 2,000 patients and their families each year.

The Arts in Medicine: Healing and Wellness Through Artistic Interventions Initiative promotes wellness by creating art works that are: 

•	inspiring (a wonderful series of eight large-scale pencil drawings by Karl Haendel);
•	integrated (a stunning 15,600 square feet three-color terrazzo floor with a pattern resembling molecular, cloud-like neurological structures by Jen Stark); and, 
•	interactive (a spectacular, functional outdoor sculpture by Olaf Breuning that is used as part of physical therapy programs).

These cultural inventions embedded within the healing environment provide patients, hospital staff, caregivers, and visitors with a supportive, peaceful setting as they move throughout the facility. ",Awarded
AWD-003641,2023,Civic Education and Public Information,New Resident Folder,TX,48439,Tarrant County,"Tarrant County has been impacted by an unprecedented number of new residents. This was emphasized during the recent Covid 19 Pandemic.  In response to this growth, the Tarrant County Tax Office compiled resources and helpful information for Tarrant County’s newest residents, and the ""New Resident Folder"" was developed.   The folder is now provided to new residents of Tarrant County when they visit our branch locations in person, or by email when an electronic version is needed or requested.  Partner agencies and private companies have joined our public outreach efforts to ensure the folder is in the hands of those who need it most.   Based on public responses, the folder has helped our newest citizens streamline their efforts to meet legal requirements and understand the role of local government in Texas.  The folder includes fun facts about the Tax Office, detailed information about vehicle inspection and registration, voter registration, property tax, and local utilities, as well as the differences between the appraisal district and the tax office.",Awarded
AWD-003642,2023,Health,"Denton County Health Clinic, Wellness Program and Health and Wellness Outreach Coordinator",TX,48121,Denton County,"The Denton County Commissioners Court approved the Denton County Health Clinic and opened its doors in September 2021. To help promote and administer this program, the court hired a Health and Wellness Outreach Coordinator in the summer of 2022. Employees, dependents, and retirees on Denton County’s United Healthcare medical insurance plans are eligible to partake in the clinic’s many available services and receive information on health and wellness. Marathon Health is our contracted clinic provider. The Employee Health Clinic promotes a sense of family and caring for the county's employees, dependents, and retirees. Located on the Administrative Courthouse campus in Denton makes this convenient for eligible United Healthcare members to seek care. Due to the clinic’s flexible hours, the participants can make appointments before and after work. 

The clinic and the coordinator collaborate to promote a healthy lifestyle and an economically affordable solution. The coordinator is the primary liaison between the employees of the health clinic and county employees, dependents, and retirees. The coordinator promotes and educates on the clinic’s licensed medical and behavioral health providers, its primary care and behavioral health services, and its economic savings and value. The coordinator also serves as an employee advocate by assisting in identifying and improving service delivery to ensure that the clinic meets the needs of the employees. In addition, this position plans, implements and evaluates health promotion strategies, policies, and programs to improve outcomes. The coordinator dedicates time to planning and coordinating wellness events such as health-related Lunch and Learn educational presentations, wellness program explanations, assisting with registration for events, biometric screenings, blood drives, and conducting countywide training on CPR. These two bodies work closely together to engage and empower eligible members to learn the importance of a healthy lifestyle and make informed decisions about their health and well-being. The clinic also administers drug screenings for new hires. More employees are engaged in their healthcare journey, using the clinic, and participating in daily wellness activities, which is a positive outcome of this synergistic team. 
",Awarded
