Award ID,Year,Award Category,Program,State/Province (Abbrev) (Organization) (Organization),FIPS Code (Organization) (Organization),Organization Name (Organization) (Organization),Abstract of the Program,Status Reason
AWD-002078,2022,Criminal Justice and Public Safety,A different approach to engaging community on criminal justice issues,WI,55025,Dane County,"Dane County is the fastest growing county in Wisconsin, accounting for a third of the state’s population growth in the last decade.  The County is thriving, however, that success is not equally shared. Dane County has some of the worst racial disparities in the U.S. criminal justice system.

The Dane County Board included $100,000 in the 2020 budget to conduct a needs assessment for a community justice center.  A community justice center incorporates procedural fairness, restorative justice, and community centered transformative initiatives.  As a part of the needs assessment, early and inclusive engagement around criminal justice improvements was a requirement.  

Given the potential impact, the County Board and Criminal Justice Council designed a robust public engagement initiative.  The focus was to engage those populations often not heard from, but most impacted by decisions.   The pre-engagement method included contracts with several Black, Indigenous, and people of color (BIPOC) organizations to hold facilitated conversations. This process gave the County important feedback and at the same time contracts provided funds during a time of uncertainty to community organizations.  This opportunity allowed for a more even playing field giving community organizations a opportunity to speak with clients directly in a format of their choice. 
",Awarded
AWD-002079,2022,Human Services,Establishment of a Permanent Interim Housing Center,IL,17043,DuPage County,"The DuPage PADS Interim Housing Center provides emergency housing for persons experiencing homelessness in DuPage County.  The new location, a re-purposed motel, provides private non-congregate space for individuals and families to recover from their housing crisis and work on identifying permanent housing options. ",Awarded
AWD-002081,2022,Parks and Recreation,Safe Routes to Parks Program: Amelia Earhart Park Access Improvement Project,FL,12086,Miami-Dade County,"The Safe Routes to Parks Program is a collaboration between Miami-Dade Parks, Recreation and Open Spaces Department (PROS) and the Miami-Dade County Transportation Planning Organization’s (TPO) Non-Urban Core Mobility Task Force. The Program’s goal is to improve safe access to parks for all community members and support the Open Space Master Plan’s (OSMP’s) vision of increased walkability and more equitable access to parks and recreational amenities for all residents.

The pilot project prioritizes and enhances safe pedestrian and bicycle mobility, connecting community residents in a neighborhood with a large elderly population to Amelia Earhart Park.  The new accessible paved walkway was installed and lined with landscaping, as well as seating areas to provide a safe, shaded, and comfortable access point into the park. for the underrepresented segment of the population within the community.",Awarded
AWD-002083,2022,Human Services,Howard County MLK Holiday Commission Pop Up Pantry ,MD,24027,Howard County,"The Pop-Up Pantry, a year-round, monthly event, is a collaboration between the Howard County Martin Luther King, Jr. Holiday Commission (MLK Commission) under the Howard County Office of Human Rights and Equity (OHRE), and the Harriet Tubman Foundation of Howard County (HTF).  Identified as an official food distribution center of the Maryland Food Bank, the Pop-Up Pantry commenced in December of 2020 during the economically devastating Covid-19 Pandemic. 

The Pop-Up Pantry exists to combat the problem of Food Insufficiency experienced by Howard County’s most vulnerable residents.  Since its inception, 500 individuals and families per month have received a monthly allotment of much-needed nutritious groceries.  
",Awarded
AWD-002084,2022,Information Technology,Capital Improvement Program (CIP) Web Application,VA,51161,Roanoke County,"Roanoke County, Virginia's Capital Improvement Program (CIP) application is a customized solution that addresses the County’s need to empower their citizens with information about projects submitted to the Board of Supervisors (BOS) for approval.  The app was created using the Esri ArcGIS for Enterprise platform with accessibility in mind, and an emphasis was placed on integrating the latest technologies to ensure mobile compatibility and the use of location services. 

The CIP is a detailed ten-year listing of projects submitted to the BOS for approval. For the purposes of the CIP, a capital project is defined as having a countywide benefit, a cost in excess of $100,000, and a lifespan of over five years or, if funded by bonds, a lifespan at least equal to the length of the bond issue. This can include items such as reconstruction or replacement of buildings or equipment, new construction or development, and acquisition of property and equipment.

The CIP application offers government transparency to its citizens, by including project information in an easy-to-use and mobile solution. Citizens and staff are no longer tied to desktop computers, as the app can be used on a variety of mobile devices, from any location.

This increased ease-of-use helps streamline the day-to-day operation of staff while giving citizens access to CIP data whenever, and wherever, they choose.  Please click on the following link to launch the CIP application https://gisweb.roanokecountyva.gov/cip/viewer.html.
",Awarded
AWD-002085,2022,Information Technology,An Open Source Grant Management Software Developed for Counties (Developed by Deschutes County Health Services),OR,41017,Deschutes County,"Krypton is an Open Source Grant Management Software Developed by a County for the Benefit of All Counties. Krypton gives an agency the ability to manage and track their grants during the post-award stage (i.e. during the performance period). The software provides end-users with the ability to track all the grant-level details about a grant, funding sources and their unique time periods, both programmatic and financial reporting requirements, ad-hoc alerts, and is the repository for grant documentation. Furthermore, Krypton delivers reporting through email subscriptions, with embedded hyperlinks for easy system access. The software was built using the Microsoft suite of applications, that are readily available to agencies that work with Microsoft tools (Create, Read, Update, and Delete application sitting on top of a SQL server database).

Krypton has allowed our front line workers to spend more time in the community, versus tracking and managing grants.
",Awarded
AWD-002086,2022,Children and Youth,Building Brains Anywhere Program,GA,13135,Gwinnett County,"The Building Brains Anywhere (B2 Anywhere) program serves children, parents, and caregivers by providing safe, fun, and engaging learning opportunities for early learners. The program focuses on early learning, afterschool, and K-12 field studies and strives to improve school readiness as well as provide academic enrichment for the County’s youth. ",Awarded
AWD-002087,2022,Human Services,Broward County’s Financial Capability Program Match Savings Component,FL,12011,Broward County,"Broward County’s Financial Capability Program (FCP) Match Savings Component provides financial education through financial workshops and one-on-one financial coaching to help Broward County residents develop individualized financial goals and foster good financial management practices. The program requirements include Broward County residency, at least 18 years of age with a household income within 300% of the Federal Poverty Guidelines. The participants complete a financial well-being assessment to determine their level of confidence with money and finances, attend two financially themed workshops, complete a monthly budget and along with the financial coach develop at least two SMART goals (Specific, Measurable, Attainable, Realistic, and Timely). The participant selects a match savings goal and commits to saving a specific amount monthly towards their desired goal. The match savings goals include first-time home purchase, micro-business capitalization, post-secondary education, vehicle purchase or repair, non-emergency rental security deposits and condominium special assessment. The financial coaches meet with participants monthly and work together to develop a savings plan designed to complete the savings goal selected in no less than three (3) months and no longer than eighteen (18) months. The financial coaches provide support, encouragement and act as accountability partners to ensure the participants stay the course. Upon completion of the savings, the participant's savings goal is matched by a County contribution that ranges from $2,000 to $4,000. The FCP is life-changing, uplifting and serves as a reminder that all things are possible. ",Awarded
AWD-002088,2022,"County Resiliency: Infrastructure, Energy, and Sustainability",F. Wayne Hill Membrane Filtration Project,GA,13135,Gwinnett County,"The F. Wayne Hill Water Resources Center is Gwinnett County’s largest and most advanced wastewater treatment facility. With a permitted capacity of 60 million gallons per day, this facility uses complex physical, biological, and chemical treatment processes to treat domestic and industrial wastewaters. While the facility has consistently treated the water to the highest standard, one process presented significant operational challenges – the membrane filtration process. This process, designed to remove particles as small as 0.04 microns (almost 2,000 times smaller than the width of a human hair), is subject to reduced performance when contaminants accumulate on and within the membranes, commonly referenced as “membrane fouling.”

The purpose of this project was to optimize the membrane filtration process to reduce fouling and restore the performance of the membrane filtration process. Based on the findings of this multi-year effort, Gwinnett County changed its pretreatment additive from an iron-based chemical to an aluminum-based chemical. This change reduced the fouling potential of the feed water, as well as the operating pressures and chemical costs for the membrane filtration process. In addition, the performance of five membrane trains severely fouled with iron was restored with an oxalic acid cleaning solution that further reduced the operating pressures. Together, these actions reduced Gwinnett County’s operating costs by more than $450,000 per year and allowed Gwinnett County to realize more than $800,000 in savings in the 22 months since conversion.
",Awarded
AWD-002089,2022,Community and Economic Development,Achievement Awards,FL,12086,Miami-Dade County,"PortMiami Cruise Restart
The cruise industry is a critical component of the local economy in Miami-Dade County. According to a 2017 Martin Associates study, PortMiami generated approximately 30,100 direct and indirect jobs via the cruise industry, and according to an analysis performed by the Beacon Council, Inc., cruise lines comprise three of the fifteen largest employers in Miami- Dade County. As of 2017, the cruise industry had a positive annual economic impact of approximately $5.8 billion for Miami-Dade County. That amount was projected to increase based on the expansion of the cruise industry at PortMiami. 
 
The COVID-19 pandemic was a natural disaster beyond reasonable control, potentially triggering the force majeure clause in PortMiami’s cruise agreements. The PortMiami’s Cruise Restart program included creation of the Americas Seaport Committee in collaboration with most U.S. cruise seaports, Mayor Daniella Levine Cava’s call to action to restart cruising, CDC collaboration, on-port testing, vaccination, and emergency transport for crew members and passengers, Cruise Sector Rallies, and COVID-19 discounts on lay berth fees, harbor fees, and rent waivers to provide relief and safe harbor for our cruise partners. These efforts afforded the County’s Port and its cruise partners the time necessary to recover from a complete halt in operations and to save thousands of jobs in the maritime industry.  
",Awarded
AWD-002090,2022,Civic Education and Public Information,Scamo Consumer Education Game ,OH,39035,Cuyahoga County,"The Cuyahoga County Department of Consumer Affairs created Scamo, a bingo-style consumer education game, to teach the county’s older residents to spot, avoid and report scams. The interactive game lets Consumer Affairs teach seniors about scams in a fun, relaxed environment. Scamo was designed to be easy enough to play that staff at senior facilities would feel comfortable putting it into their regular game night rotation. Consumer Affairs plays the first round at a community or senior center, then leaves a boxed game set at the facility. This allows seniors to continue to learn important information about scams from sources they know and trust -- even when Consumer Affairs staff can't be there. Scamo engages audiences more than a typical PowerPoint, allowing for better retention of information. Players reported in surveys that Scamo taught them to better recognize scam tactics and gave them a better idea how to report fraud. ",Awarded
AWD-002091,2022,Risk and Emergency Management,Fire Self-Inspection Program,GA,13135,Gwinnett County,"The Fire Self-Inspection program ensured the safety of vulnerable residents who live in residential board and care facilities in Gwinnett County during the worst of the COVID-19 pandemic. The Prevention and Enforcement Section of the Gwinnett Department of Fire and Emergency Services created the program in 2020.

",Awarded
AWD-002092,2022,Libraries,"Supporting Residents' Housing, Food, and Utilities Needs Through Inter-Departmental Collaboration",FL,12099,Palm Beach County,"For two years, the Palm Beach County Library System and Palm Beach County Community Services have built a collaborative relationship to efficiently and equitably distribute CARES Act and Emergency Rental Assistance (ERA) monies to residents in need. This effort helped mitigate the devastating effects that COVID-19 and the unprecedented rise in rental prices has had on Palm Beach County residents' ability to put a roof over their heads, keep food on the table, and the lights and water on in their homes. Palm Beach County government has been able to distribute over $85 million in federal assistance to residents, in part, by 1) placing Community Services customer service representatives in library branches 2) using Library meeting rooms to host Low Income Home Energy Assistance Program (LIHEAP) and ERA fairs, 3), using Library technology to help residents apply for assistance, and 4) training Library staff to process CARES Act, LIHEAP and ERA applications. This collaborative effort utilizes Community Services’ expertise in human services with the Library’s 17 locations, freely available technology, and knowledgeable staff.",Awarded
AWD-002093,2022,"Personnel Management, Employment, and Training",Department of Transportation Mobility Academy ,GA,13135,Gwinnett County,The Gwinnett Department of Transportation’s Mobility Academy aims to shape transportation professionals through career advancement and professional development opportunities. The academy is designed to help DOT leaders thrive in their role with Gwinnett County.,Awarded
AWD-002094,2022,County Administration and Management,Responsive Incident Communication (RIC) Program During Declared Emergencies ,FL,12086,Miami-Dade County,"Responsive, timely communication and exchange of information is extremely critical especially during incidents when there is an emergency declaration that will or would negatively impact overall service delivery to Unincorporated Municipal Service Area (UMSA) by the Miami-Dade County Department of Regulatory and Economic Resources (RER).  Miami-Dade County (County) is in the southeastern part of the United States of Florida. According to the current census report, the County has a population of approximately 2,751,796, of which over a million persons (44%) reside in Unincorporated Municipal Service Area (UMSA). With such a large population, if UMSA was a city it would be the largest in Florida and one of the largest in the nation with a large business community.

RER is responsible for providing and communicating responsive, efficient, and effective residential and commercial business code compliance information to the UMSA.  This was even more evident during the COVID-19 pandemic with respect to ensuring compliance with local government guidelines.
",Awarded
AWD-002096,2022,Planning,Parks and Recreation Master Plan ,GA,13135,Gwinnett County,"Gwinnett County responded proactively to address parks and recreation needs and plan in a forward-thinking, fiscally responsible manner. Future long-term planning will build on this momentum, maintain the focus, and implement the vision developed in this plan.",Awarded
AWD-002097,2022,Information Technology,Plan Review,GA,13135,Gwinnett County,"The challenge was to redevelop and automate the required review processes for developers and builders in Gwinnett County. In a rapidly growing County with almost a million residents, the Gwinnett Department of Information Technology Services succeeded in building an efficient system that reduces delays and minimizes paperwork while automating communication updates.",Awarded
AWD-002098,2022,Volunteers,More than just survival: sustaining and evolving a crisis intervention volunteer training program during the COVID-19 Pandemic,FL,12001,Alachua County,"In response to COVID disruptions to normal operations of the Alachua County Crisis Center, a team of staff and volunteers translated the extensive in-person volunteer training (60+ hour training, accredited by the American Association for Suicidology) to its first online format in the Center's 53-year history.  This was essential for the Center to continue receiving new volunteers when in-person training was suspended for safety.  The Center’s 24/7 telephone crisis support could not be interrupted during the pandemic. The Center depends on volunteers training dozens of new volunteers every three months, to maintain full phone coverage.  

The Crisis Center staff and volunteers answer local and national crisis/suicide hotlines 24/7 - 365 days a year.  The Center also answers local 311 Critical Information calls during emergency activations. During the pandemic, over 100 phone volunteers graduated from the online training program.  To determine the effectiveness of training, volunteers completed an evaluation.  They consistently have reported that the online training taught them important knowledge and skills, facilitated connections, helped them feel supported, and gave them the training needed to support people in crisis. Alachua County’s Crisis Center volunteer initiative demonstrates the commitment to support residents in crisis and recognizes the critical contributions of volunteers.
",Awarded
AWD-002099,2022,Information Technology,Public Health Event Scheduler Application,UT,49049,Utah County,"In partnership with the Utah County Health Department, Utah County's Information Systems Department developed a user-friendly and scalable platform for scheduling public health events just in time to meet the incredible demand for distributing lifesaving COVID vaccines in Utah County in December of 2020.  This project was conceived, designed, and delivered in less then 6 months and has resulted in successfully scheduling almost 400,000 appointments for obtaining vaccines even during the height of public demand with no appreciable downtime, likely saving thousands of lives.  Using cloud, SMS messaging, and web technologies, the Information Systems Department developed a web-based registration portal that the public could use to quickly register for an appointment, often taking less than one minute, with assurance that there would be a vaccine dose reserved for them at that time.  The Health Department uses this platform to quickly set up vaccination clinics that are scaled according to vaccine availability, staff availability, facility capacity, and current public demand, and pushes notifications for these events out to the public.  The Public Health Event Scheduler Application can also be leveraged by the Health Department to provide other essential health services such as flu shot clinics, car seat installation classes, and more.  ",Awarded
AWD-002100,2022,County Administration and Management,Apply to Serve Online Applications,GA,13135,Gwinnett County,"Gwinnett County wanted to make it easier for residents to get involved with County government by serving as an appointed member of a board, authority, or committee. A new computerized system now allows residents to learn about the opportunities and apply online.",Awarded
AWD-002102,2022,"County Resiliency: Infrastructure, Energy, and Sustainability",WES’ Solids Handling Capacity Improvements Project,OR,41005,Clackamas County,"In 2021, Clackamas Water Environment Services (WES) completed its highly-innovative Solids Handling Capacity Improvements Project, which provides a vital wastewater infrastructure upgrade that ensures reliable, efficient and affordable wastewater treatment services for nearly 200,000 county residents for generations to come.
The project added a third anaerobic digester to accommodate a population that doubled over 35 years. In addition to ensuring protection of public health and the environment, the additional capacity supports future economic growth.
The project also includes a new cogeneration system that transforms organic waste into renewable energy, producing heat for five of WES’ Tri-City Water Resource Recovery facility’s buildings and 4,324 megawatts of electricity, which is enough to offset nearly half of the facility’s energy usage. 
The new cogeneration system will save $319,000 on electricity and $99,500 on heat in the first year - savings that will grow with increasing volumes of wastewater. As the population grows, the average annual savings are anticipated to be $619,000 on power and $191,000 on heat, with savings used to offset rates for customers.
Committed to environmental stewardship, this WES project supports Clackamas County’s climate action goal of becoming carbon neutral by 2050, while extending benefits of renewable power to county residents.
",Awarded
AWD-002103,2022,"County Resiliency: Infrastructure, Energy, and Sustainability",Pilot Glass Recycling Program,GA,13135,Gwinnett County,"In 2021, County leaders increased their focus on sustainability initiatives. This led to collaboration among County departments and partnership with a waste hauler to implement a pilot drop-off glass recycling program. The program provides residents with the opportunity to deposit glass in convenient for safe and sustainable recycling. ",Awarded
AWD-002104,2022,Human Services,WeSpeak: Broward County Youth Against Gun Violence Project ,FL,12011,Broward County,"Gun Violence is an American epidemic that continues to be a leading cause of death amongst young people. WeSpeak: Broward County Youth Against Gun Violence Project began in March 2019 and ended in June 2019. The program was created to provide youth who reside in Broward County ages 12-17 opportunities to engage in meaningful discussions for positive decision-making processes regarding gun violence. A total of 46 youth that resides in Broward County participated in WeSpeak. The weeklong day camp was held while the youths were on spring break. The camp consisted of a social media campaign, poetry contest, educational trips, informative speakers, completion of the Habilitation Empowerment Accountability Therapy (HEAT) curriculum, and a display of the youth’s final project. Once the weeklong camp was concluded various parent/youth groups were also conducted in Broward County regarding gun violence.",Awarded
AWD-002105,2022,Human Services,WeSpeak: Broward County Youth Against Gun Violence Project ,FL,12011,Broward County,"Gun Violence is an American epidemic that continues to be a leading cause of death amongst young people. WeSpeak: Broward County Youth Against Gun Violence Project began in March 2019 and ended in June 2019. The program was created to provide youth who reside in Broward County ages 12-17 opportunities to engage in meaningful discussions for positive decision-making processes regarding gun violence. A total of 46 youth that resides in Broward County participated in WeSpeak. The weeklong day camp was held while the youths were on spring break. The camp consisted of a social media campaign, poetry contest, educational trips, informative speakers, completion of the Habilitation Empowerment Accountability Therapy (HEAT) curriculum, and a display of the youth’s final project. Once the weeklong camp was concluded various parent/youth groups were also conducted in Broward County regarding gun violence.",Awarded
AWD-002106,2022,Financial Management,Project Reset 2.0 Program,GA,13135,Gwinnett County,"Project RESET 2.0, a partnership with the Gwinnett Magistrate Court, United Way of Greater Atlanta, and HomeFirst Gwinnett, allows applicants to seek financial support for past-due utility payment assistance as well as past-due rent. The program built on the success of the Project RESET program by enhancing its offerings to include the administration of utility as well as rental assistance. Project RESET 2.0 is a more efficient way to disburse the federal grant funding for rental assistance.",Awarded
AWD-002107,2022,Children and Youth,Youth of Incarcerated Parents (YIP),OH,39049,Franklin County,"The work of the Franklin County Family Stabilization Unit (FSU) Pilot Program has shown that additional services are needed for youth who have experienced a parent being incarcerated. These children are at greater risk for negative life outcomes, both short and long term, that put them at higher risk of poor educational and employment opportunities, and incarceration themselves. In collaboration with the Franklin County Office of Justice Policy & Programs and Nationwide Children's Hospital, we are piloting efforts to provide enhanced services for these youth and their families to help them build resiliency and avoid negative outcomes. The unit will provide services to youth up to age 17, or age 21 if they are still living at home at the time of parental incarceration. Youth will be referred to the program by the judicial system or medical providers. They will be screened to determine their immediate service needs as well as longer term needs, and connected to appropriate service providers. FSU-YIP Specialist will connect with families at the Franklin County Judicial Services Building and will eventually co-locate at Nationwide Children’s Hospital sites. Outcomes of the proposed unit will be measured both by the number of children referred and successfully connected to services, and by positive outcomes for the youth who participate in the programs.",Awarded
AWD-002108,2022,Health,Courtney Avenue Complete Streets / Health Impact Assessment Project  ,OR,41005,Clackamas County,"Clackamas County is one of the four counties that make up the Portland-metropolitan area in Oregon. The county is urban, suburban and rural with more than 1,400 miles of county-maintained roads in unincorporated urban and rural areas, and a population of more than 420,000.

In a county so large and diverse, it is challenging to meet the varied needs of residents. One way we are meeting that challenge is by pooling resources and expertise between our Department of Transportation and Development (DTD) and Public Health Division (PHD) to ensure infrastructure investments support goals across multiple departments. 

Cross-sector staff collaborate between departments to advance Health and Safety in All Policies initiatives, a set of program strategies to integrate health into government decision-making.

The latest example is an innovative health impact assessment (HIA) on a project to construct Complete Street Improvements along Courtney Avenue, a residential street in an urban, unincorporated area. The recommendations provide: 

•	Strategies for staff to maximize the health benefits of complete streets projects, 
•	Action areas to leverage the project to improve issues seen as traditionally outside of the transportation planning space (like mental health), and 
•	System improvements to incorporate health and equity within DTD plan and project development.  
",Awarded
AWD-002109,2022,Parks and Recreation,California Days at Calico Ghost Town Regional Park,CA,06071,San Bernardino County,"California Days at Calico Ghost Town Regional Park is a part of San Bernardino County’s Special Event program and was held February 19-20, 2022, in Yermo, California. The event was sponsored by San Bernardino County and several local mining companies.   The purposes of the special event program are to provide activities and experiences that submerse park patrons into the history of Calico Ghost Town. For California Days the purpose was expanded to include California’s history in celebration of National California Day.  To achieve this purpose activities were added that focused on mining, the Pony Express, California State Flag, and the Butterfield-Overland Trail.  These themes could be seen throughout the park in the form of displays, exhibits, activities, and reenactors.

This event drew in more than 4300 visitors in addition to the 217 reservations that were secured in the campgrounds, for an estimated 1302 additional attendees each day.
",Awarded
AWD-002110,2022,Libraries,2022 NACo Award nomination Online Community Service Hubs,VA,51107,Loudoun County,"At the onset of the COVID-19 pandemic, Loudoun County Public Library (LCPL) was forced to close like most other organizations around the country. LCPL staff knew it was essential to assist customers by providing information and services that would help them cope with both isolation and the transition to remote schooling and telework. So LCPL staff applied their expertise of library resources and reached out to schools, local businesses and nonprofits to create two sites: The Online Learning Hub and the Quarantine Survival Kit.  
The Online Learning Hub catered to the needs of students and educators and with featured sections for elementary school, middle and high school, teachers and educators, and parents and caregivers. 
The Quarantine Survival Kit focused on overall well-being, with age-appropriate resources for children, teens, and adults. Focus areas included COVID-19 information, physical fitness and stress relief, live virtual assistance for education and career building, and leisure activities. 
Both sites featured interactive elements that allowed customers to chat with librarians, tutors, and career coaches. Over 20,000 unique customers made use of these focused, high-quality information hubs. The customer feedback for these projects was overwhelmingly positive. And local organizations benefitted from LCPL’s ability to reach a wide audience. 
",Awarded
AWD-002111,2022,Civic Education and Public Information,COVID-19 Vaccine Rollout,FL,12073,Leon County,"Throughout the COVID-19 pandemic, Leon County has worked alongside the Florida Department of Health in Leon County (FDOH-Leon) to engage, educate, and protect the community through effective public health messaging. The ongoing effects of the COVID-19 pandemic continued to demand Leon County’s greatest efforts to protect our citizens, especially those most vulnerable, and to address the urgent and growing needs of our community. As the pace of COVID-19 vaccinations began to stagnate and the delta variant surged in 2021, Leon County led one of Florida’s first and largest public information campaigns to build trust in the COVID-19 vaccine with a focus on reaching minority and disadvantaged communities. Utilizing the Centers for Disease Control and Prevention (CDC) guidance on how to effectively communicate about the COVID-19 vaccine, the County developed a multimodal vaccine campaign involving various communication strategies to reach, listen, and build trust in the community through clear, complete, and accurate messaging. The County’s critical public health messages have been seen, read, and heard more than 27 million times since the start of the pandemic across every available public information platform, supporting the vaccination of approximately 125,000 citizens in Leon County.",Awarded
AWD-002112,2022,"Arts, Culture and Historic Preservation",Sundown Concert Series Partnership,FL,12073,Leon County,"In 2019, Leon County partnered with the Tallahassee Downtown Improvement Authority to expand the “Sundown Concert Series” to provide free, family-oriented concerts at the Capital City Amphitheater throughout the fall season each year. Since it opened in 2014, Leon County’s award-winning Capital City Amphitheater has served as an important asset to the Tallahassee-Leon County community, most notably through the County’s award-winning Capital Cascades Stage and Concert Series which continues to attract regional visitors and enhance local economic development. Beyond hosting major concerts through the County’s Concert Series, however, the Amphitheater also serves as a unique and important community venue utilized throughout the year by a wide range of organizations for cultural and civic events. These include the Sundown Concert Series events, which initially offered free and family-oriented concerts at the Amphitheater on the third Saturday of the month from May to August each year. In 2019, the County identified the opportunity to partner with the Downtown Improvement Authority to expand the Sundown Concert Series throughout the fall season. This partnership has been extremely successful, drawing approximately 20,000 citizens to free, family-oriented concerts and contributing to the revitalization of the downtown urban core.",Awarded
AWD-002113,2022,Risk and Emergency Management,Storm Debris Response and Voucher Program ,OR,41005,Clackamas County,"Clackamas County, Oregon encompasses nearly 1,900 square miles in the Portland-Metro area, with approximately 420,000 residents. The county is both urban and rural with a varied landscape including valleys, hills, rivers and Mt. Hood.  
A 40-year ice storm hit the Portland Metro area in February 2021, creating treacherous road conditions and hazards like live downed power lines. Hundreds of thousands of homes were without power for up to two weeks, and massive amounts of debris were strewn along roadways and on residential properties. 
The Transportation Maintenance Division entered into emergency response to close roads unsafe to pass, clear debris from roadways and assist our utility providers in clearing work zones to repair infrastructure and restore power to residents and businesses. 
In the aftermath of the ice storm, residents faced a significant clean-up effort to remove fallen trees and limbs. To help people living in unincorporated areas dispose of debris from the ice storm, the Sustainability & Solid Waste Division, as part of the Emergency Operations Center response, created an innovative and first-of-its-kind responsive voucher program to help private property owners clean up ice storm debris for use at participating yard debris disposal locations and participating landscape and arborist companies. 
",Awarded
AWD-002114,2022,"Arts, Culture and Historic Preservation",Murals for Hope,CO,08001,Adams County,"In response to the COVID-19 pandemic, the Adams County Parks, Open Space & Cultural Arts (POSCA) Department launched Murals for Hope, a public art series, to bring hope and joy to communities, inspire residents and visitors, and fuel the local economy. We launched the project in late March 2020, and over the course of 14 months installed 13 murals and 10 sculptures in our parks and along our trails. 

Adams County’s COVID-19-relief efforts were diverse, and each tackled a different area of need. Frontline workers and essential services worked around the clock to make sure people stayed safe and healthy and had COVID-19 testing sites, clean parks and trails, and uninterrupted access to social and human services.

The Murals for Hope project provided something reassuring, uplifting, and equally as essential. It helped bring hope and light into a time of extraordinary isolation and darkness. The live art installations created shared experiences; brought hope, light, and joy to Adams County residents; and sent the powerful message to our communities that even though we couldn’t be together, we were in this together. 

",Awarded
AWD-002115,2022,Libraries,Essential Libraries Initiative,FL,12073,Leon County,"In 2020, Leon County launched the “Essential Libraries Initiative” – a comprehensive re-envisioning of the Leon County Public Library System to address the changing needs of residents and trends in library use. Local and national trends indicate that the circulation of public libraries’ physical materials is declining while demand for digital content, gathering space, and interactive programming continues to rise. In other words, libraries are no longer book warehouses; rather, they are critical components of a community’s “social infrastructure” and are integral to the community’s continued resilience and overall well-being. Accordingly, Leon County launched the Essential Libraries Initiative to ensure that the Leon County Public Library System remains a relevant and essential resource to citizens now and in the future. The initiative includes a variety of enhancements to Leon County Libraries such as new programs and services, capital improvements, existing position reclassifications, and policy revisions to realign our libraries’ programs, services, staff, and physical spaces with the community’s greatest needs and goals.",Awarded
AWD-002116,2022,Human Services,Charlotte Home,FL,12015,Charlotte County,"A large percentage of Charlotte County’s population is comprised of tourists and retirees who once visited the region and later relocated here from all around the world to enjoy the good weather and tropical environment. Others moved here to be close to aging relatives and some were born here and chose to stay. This influx of people and backgrounds make the community unique and as it continues to grow and change, there is a need to assist the small workforce that supports the county’s service-based, seasonal economy. Low wage jobs are prevalent, and many employees simply do not earn enough to rent a modest apartment or own their first home.

The Charlotte County Commission recognized this as a threat to our growth and responded by adopting of the Charlotte Housing Opportunities Made Easier (HOME) Incentive Program. This program importantly offers a collaborative environment for developers to work with government agencies to learn about and apply for local, state, and federal grants that are often difficult to find. It also provides developers with financial incentives that reduce project costs, streamline coordinated review processes, and expedite the construction of new housing stock.",Awarded
AWD-002117,2022,Community and Economic Development,SmartSteps Microloan Program,FL,12073,Leon County,"In 2020, Leon County pursued new opportunities to maximize microloans available to minority- and women-owned small business enterprises (MWSBEs) and entrepreneurs in the community. Supporting the vitality and performance of all MWSBEs contributes significantly toward ensuring a healthy and diverse local economy. In alignment with its commitment to ensuring economic inclusion in the local economy, Leon County identified and leveraged a series of business financing opportunities available to minority businesses in the marketplace to support their retention and growth – even in the midst of the global COVID-19 pandemic. While the field of available microloan options available to minority- and women-owned businesses has some existing options, the County identified the opportunity to further explore a partnership with a local institution to craft a microloan program to better address the expressed needs of these entities. Accordingly, the County partnered with Florida Agricultural & Mechanical University (FAMU) Federal Credit Union to establish a multi-million-dollar revolving micro-lending program, titled the SmartSteps Micro-Loan Program, to enhance and diversify the existing capital pool in the market. To date, the County has committed $2.5 million to the program which has continued to support the needs of growing MWSBE firms in the community.",Awarded
AWD-002118,2022,Community and Economic Development,Return to Community Cat Program,GA,13135,Gwinnett County,"The Return to Community Cat Program is a public animal welfare initiative designed to protect animal and public health, reduce shelter euthanasia, preserve scarce shelter resources, and solve the community’s severe feral and stray cat overpopulation crisis. ",Awarded
AWD-002119,2022,"Arts, Culture and Historic Preservation",Art of the Box ,FL,12073,Leon County,"In 2020, Leon County partnered with the Knight Creative Communities Initiative, the City of Tallahassee, and other local partners to launch the “Art of the Box” program, an initiative designed to engage citizens in building a unique sense of place for residents, students, and visitors. This community-based arts initiative showcases the diversity, creativity and incredible talent of local visual artists by transforming utility and traffic control boxes into works of public art. Through the program, nearly 50 graffiti-covered boxes have been transformed to date into three-dimensional works of art by printing local artwork onto vinyl wrapping. The Art of the Box program demonstrates an innovative and creative approach to integrating the arts in, reflecting the County’s efforts to build meaningful opportunities for citizen engagement. The Art of the Box program has offered local artists a unique opportunity to display their works in unexpected places while enhancing the surrounding environment with color and creativity.",Awarded
